"TIME_ID","DAY_NAME","DAY_NUMBER_IN_WEEK","DAY_NUMBER_IN_MONTH","CALENDAR_WEEK_NUMBER","CALENDAR_MONTH_NUMBER","CALENDAR_MONTH_DESC","END_OF_CAL_MONTH","CALENDAR_QUARTER_DESC","CALENDAR_YEAR"
02-NOV-98,"Monday",1,2,45,11,"1998-11",30-NOV-98,"1998-04",1998
03-NOV-98,"Tuesday",2,3,45,11,"1998-11",30-NOV-98,"1998-04",1998
04-NOV-98,"Wednesday",3,4,45,11,"1998-11",30-NOV-98,"1998-04",1998
05-NOV-98,"Thursday",4,5,45,11,"1998-11",30-NOV-98,"1998-04",1998
06-NOV-98,"Friday",5,6,45,11,"1998-11",30-NOV-98,"1998-04",1998
07-NOV-98,"Saturday",6,7,45,11,"1998-11",30-NOV-98,"1998-04",1998
08-NOV-98,"Sunday",7,8,45,11,"1998-11",30-NOV-98,"1998-04",1998
09-NOV-98,"Monday",1,9,46,11,"1998-11",30-NOV-98,"1998-04",1998
10-NOV-98,"Tuesday",2,10,46,11,"1998-11",30-NOV-98,"1998-04",1998
11-NOV-98,"Wednesday",3,11,46,11,"1998-11",30-NOV-98,"1998-04",1998
12-NOV-98,"Thursday",4,12,46,11,"1998-11",30-NOV-98,"1998-04",1998
13-NOV-98,"Friday",5,13,46,11,"1998-11",30-NOV-98,"1998-04",1998
14-NOV-98,"Saturday",6,14,46,11,"1998-11",30-NOV-98,"1998-04",1998
15-NOV-98,"Sunday",7,15,46,11,"1998-11",30-NOV-98,"1998-04",1998
16-NOV-98,"Monday",1,16,47,11,"1998-11",30-NOV-98,"1998-04",1998
17-NOV-98,"Tuesday",2,17,47,11,"1998-11",30-NOV-98,"1998-04",1998
18-NOV-98,"Wednesday",3,18,47,11,"1998-11",30-NOV-98,"1998-04",1998
19-NOV-98,"Thursday",4,19,47,11,"1998-11",30-NOV-98,"1998-04",1998
20-NOV-98,"Friday",5,20,47,11,"1998-11",30-NOV-98,"1998-04",1998
21-NOV-98,"Saturday",6,21,47,11,"1998-11",30-NOV-98,"1998-04",1998
22-NOV-98,"Sunday",7,22,47,11,"1998-11",30-NOV-98,"1998-04",1998
23-NOV-98,"Monday",1,23,48,11,"1998-11",30-NOV-98,"1998-04",1998
24-NOV-98,"Tuesday",2,24,48,11,"1998-11",30-NOV-98,"1998-04",1998
25-NOV-98,"Wednesday",3,25,48,11,"1998-11",30-NOV-98,"1998-04",1998
26-NOV-98,"Thursday",4,26,48,11,"1998-11",30-NOV-98,"1998-04",1998
27-NOV-98,"Friday",5,27,48,11,"1998-11",30-NOV-98,"1998-04",1998
28-NOV-98,"Saturday",6,28,48,11,"1998-11",30-NOV-98,"1998-04",1998
29-NOV-98,"Sunday",7,29,48,11,"1998-11",30-NOV-98,"1998-04",1998
30-NOV-98,"Monday",1,30,49,11,"1998-11",30-NOV-98,"1998-04",1998
01-DEC-98,"Tuesday",2,1,49,12,"1998-12",31-DEC-98,"1998-04",1998
02-DEC-98,"Wednesday",3,2,49,12,"1998-12",31-DEC-98,"1998-04",1998
03-DEC-98,"Thursday",4,3,49,12,"1998-12",31-DEC-98,"1998-04",1998
04-DEC-98,"Friday",5,4,49,12,"1998-12",31-DEC-98,"1998-04",1998
05-DEC-98,"Saturday",6,5,49,12,"1998-12",31-DEC-98,"1998-04",1998
06-DEC-98,"Sunday",7,6,49,12,"1998-12",31-DEC-98,"1998-04",1998
07-DEC-98,"Monday",1,7,50,12,"1998-12",31-DEC-98,"1998-04",1998
08-DEC-98,"Tuesday",2,8,50,12,"1998-12",31-DEC-98,"1998-04",1998
09-DEC-98,"Wednesday",3,9,50,12,"1998-12",31-DEC-98,"1998-04",1998
10-DEC-98,"Thursday",4,10,50,12,"1998-12",31-DEC-98,"1998-04",1998
11-DEC-98,"Friday",5,11,50,12,"1998-12",31-DEC-98,"1998-04",1998
12-DEC-98,"Saturday",6,12,50,12,"1998-12",31-DEC-98,"1998-04",1998
13-DEC-98,"Sunday",7,13,50,12,"1998-12",31-DEC-98,"1998-04",1998
14-DEC-98,"Monday",1,14,51,12,"1998-12",31-DEC-98,"1998-04",1998
15-DEC-98,"Tuesday",2,15,51,12,"1998-12",31-DEC-98,"1998-04",1998
16-DEC-98,"Wednesday",3,16,51,12,"1998-12",31-DEC-98,"1998-04",1998
17-DEC-98,"Thursday",4,17,51,12,"1998-12",31-DEC-98,"1998-04",1998
18-DEC-98,"Friday",5,18,51,12,"1998-12",31-DEC-98,"1998-04",1998
19-DEC-98,"Saturday",6,19,51,12,"1998-12",31-DEC-98,"1998-04",1998
20-DEC-98,"Sunday",7,20,51,12,"1998-12",31-DEC-98,"1998-04",1998
21-DEC-98,"Monday",1,21,52,12,"1998-12",31-DEC-98,"1998-04",1998
22-DEC-98,"Tuesday",2,22,52,12,"1998-12",31-DEC-98,"1998-04",1998
23-DEC-98,"Wednesday",3,23,52,12,"1998-12",31-DEC-98,"1998-04",1998
24-DEC-98,"Thursday",4,24,52,12,"1998-12",31-DEC-98,"1998-04",1998
25-DEC-98,"Friday",5,25,52,12,"1998-12",31-DEC-98,"1998-04",1998
26-DEC-98,"Saturday",6,26,52,12,"1998-12",31-DEC-98,"1998-04",1998
27-DEC-98,"Sunday",7,27,52,12,"1998-12",31-DEC-98,"1998-04",1998
28-DEC-98,"Monday",1,28,53,12,"1998-12",31-DEC-98,"1998-04",1998
29-DEC-98,"Tuesday",2,29,53,12,"1998-12",31-DEC-98,"1998-04",1998
30-DEC-98,"Wednesday",3,30,53,12,"1998-12",31-DEC-98,"1998-04",1998
31-DEC-98,"Thursday",4,31,53,12,"1998-12",31-DEC-98,"1998-04",1998
01-JAN-99,"Friday",5,1,53,1,"1999-01",31-JAN-99,"1999-01",1999
02-JAN-99,"Saturday",6,2,53,1,"1999-01",31-JAN-99,"1999-01",1999
03-JAN-99,"Sunday",7,3,53,1,"1999-01",31-JAN-99,"1999-01",1999
04-JAN-99,"Monday",1,4,1,1,"1999-01",31-JAN-99,"1999-01",1999
05-JAN-99,"Tuesday",2,5,1,1,"1999-01",31-JAN-99,"1999-01",1999
06-JAN-99,"Wednesday",3,6,1,1,"1999-01",31-JAN-99,"1999-01",1999
07-JAN-99,"Thursday",4,7,1,1,"1999-01",31-JAN-99,"1999-01",1999
08-JAN-99,"Friday",5,8,1,1,"1999-01",31-JAN-99,"1999-01",1999
09-JAN-99,"Saturday",6,9,1,1,"1999-01",31-JAN-99,"1999-01",1999
10-JAN-99,"Sunday",7,10,1,1,"1999-01",31-JAN-99,"1999-01",1999
11-JAN-99,"Monday",1,11,2,1,"1999-01",31-JAN-99,"1999-01",1999
12-JAN-99,"Tuesday",2,12,2,1,"1999-01",31-JAN-99,"1999-01",1999
13-JAN-99,"Wednesday",3,13,2,1,"1999-01",31-JAN-99,"1999-01",1999
14-JAN-99,"Thursday",4,14,2,1,"1999-01",31-JAN-99,"1999-01",1999
15-JAN-99,"Friday",5,15,2,1,"1999-01",31-JAN-99,"1999-01",1999
16-JAN-99,"Saturday",6,16,2,1,"1999-01",31-JAN-99,"1999-01",1999
17-JAN-99,"Sunday",7,17,2,1,"1999-01",31-JAN-99,"1999-01",1999
18-JAN-99,"Monday",1,18,3,1,"1999-01",31-JAN-99,"1999-01",1999
19-JAN-99,"Tuesday",2,19,3,1,"1999-01",31-JAN-99,"1999-01",1999
20-JAN-99,"Wednesday",3,20,3,1,"1999-01",31-JAN-99,"1999-01",1999
21-JAN-99,"Thursday",4,21,3,1,"1999-01",31-JAN-99,"1999-01",1999
22-JAN-99,"Friday",5,22,3,1,"1999-01",31-JAN-99,"1999-01",1999
23-JAN-99,"Saturday",6,23,3,1,"1999-01",31-JAN-99,"1999-01",1999
24-JAN-99,"Sunday",7,24,3,1,"1999-01",31-JAN-99,"1999-01",1999
25-JAN-99,"Monday",1,25,4,1,"1999-01",31-JAN-99,"1999-01",1999
26-JAN-99,"Tuesday",2,26,4,1,"1999-01",31-JAN-99,"1999-01",1999
27-JAN-99,"Wednesday",3,27,4,1,"1999-01",31-JAN-99,"1999-01",1999
28-JAN-99,"Thursday",4,28,4,1,"1999-01",31-JAN-99,"1999-01",1999
29-JAN-99,"Friday",5,29,4,1,"1999-01",31-JAN-99,"1999-01",1999
30-JAN-99,"Saturday",6,30,4,1,"1999-01",31-JAN-99,"1999-01",1999
31-JAN-99,"Sunday",7,31,4,1,"1999-01",31-JAN-99,"1999-01",1999
01-FEB-99,"Monday",1,1,5,2,"1999-02",28-FEB-99,"1999-01",1999
02-FEB-99,"Tuesday",2,2,5,2,"1999-02",28-FEB-99,"1999-01",1999
03-FEB-99,"Wednesday",3,3,5,2,"1999-02",28-FEB-99,"1999-01",1999
04-FEB-99,"Thursday",4,4,5,2,"1999-02",28-FEB-99,"1999-01",1999
05-FEB-99,"Friday",5,5,5,2,"1999-02",28-FEB-99,"1999-01",1999
06-FEB-99,"Saturday",6,6,5,2,"1999-02",28-FEB-99,"1999-01",1999
07-FEB-99,"Sunday",7,7,5,2,"1999-02",28-FEB-99,"1999-01",1999
08-FEB-99,"Monday",1,8,6,2,"1999-02",28-FEB-99,"1999-01",1999
09-FEB-99,"Tuesday",2,9,6,2,"1999-02",28-FEB-99,"1999-01",1999
10-FEB-99,"Wednesday",3,10,6,2,"1999-02",28-FEB-99,"1999-01",1999
11-FEB-99,"Thursday",4,11,6,2,"1999-02",28-FEB-99,"1999-01",1999
12-FEB-99,"Friday",5,12,6,2,"1999-02",28-FEB-99,"1999-01",1999
13-FEB-99,"Saturday",6,13,6,2,"1999-02",28-FEB-99,"1999-01",1999
14-FEB-99,"Sunday",7,14,6,2,"1999-02",28-FEB-99,"1999-01",1999
15-FEB-99,"Monday",1,15,7,2,"1999-02",28-FEB-99,"1999-01",1999
16-FEB-99,"Tuesday",2,16,7,2,"1999-02",28-FEB-99,"1999-01",1999
17-FEB-99,"Wednesday",3,17,7,2,"1999-02",28-FEB-99,"1999-01",1999
18-FEB-99,"Thursday",4,18,7,2,"1999-02",28-FEB-99,"1999-01",1999
19-FEB-99,"Friday",5,19,7,2,"1999-02",28-FEB-99,"1999-01",1999
20-FEB-99,"Saturday",6,20,7,2,"1999-02",28-FEB-99,"1999-01",1999
21-FEB-99,"Sunday",7,21,7,2,"1999-02",28-FEB-99,"1999-01",1999
22-FEB-99,"Monday",1,22,8,2,"1999-02",28-FEB-99,"1999-01",1999
23-FEB-99,"Tuesday",2,23,8,2,"1999-02",28-FEB-99,"1999-01",1999
24-FEB-99,"Wednesday",3,24,8,2,"1999-02",28-FEB-99,"1999-01",1999
25-FEB-99,"Thursday",4,25,8,2,"1999-02",28-FEB-99,"1999-01",1999
26-FEB-99,"Friday",5,26,8,2,"1999-02",28-FEB-99,"1999-01",1999
27-FEB-99,"Saturday",6,27,8,2,"1999-02",28-FEB-99,"1999-01",1999
28-FEB-99,"Sunday",7,28,8,2,"1999-02",28-FEB-99,"1999-01",1999
01-MAR-99,"Monday",1,1,9,3,"1999-03",31-MAR-99,"1999-01",1999
02-MAR-99,"Tuesday",2,2,9,3,"1999-03",31-MAR-99,"1999-01",1999
03-MAR-99,"Wednesday",3,3,9,3,"1999-03",31-MAR-99,"1999-01",1999
04-MAR-99,"Thursday",4,4,9,3,"1999-03",31-MAR-99,"1999-01",1999
05-MAR-99,"Friday",5,5,9,3,"1999-03",31-MAR-99,"1999-01",1999
06-MAR-99,"Saturday",6,6,9,3,"1999-03",31-MAR-99,"1999-01",1999
07-MAR-99,"Sunday",7,7,9,3,"1999-03",31-MAR-99,"1999-01",1999
08-MAR-99,"Monday",1,8,10,3,"1999-03",31-MAR-99,"1999-01",1999
09-MAR-99,"Tuesday",2,9,10,3,"1999-03",31-MAR-99,"1999-01",1999
10-MAR-99,"Wednesday",3,10,10,3,"1999-03",31-MAR-99,"1999-01",1999
11-MAR-99,"Thursday",4,11,10,3,"1999-03",31-MAR-99,"1999-01",1999
12-MAR-99,"Friday",5,12,10,3,"1999-03",31-MAR-99,"1999-01",1999
13-MAR-99,"Saturday",6,13,10,3,"1999-03",31-MAR-99,"1999-01",1999
14-MAR-99,"Sunday",7,14,10,3,"1999-03",31-MAR-99,"1999-01",1999
15-MAR-99,"Monday",1,15,11,3,"1999-03",31-MAR-99,"1999-01",1999
16-MAR-99,"Tuesday",2,16,11,3,"1999-03",31-MAR-99,"1999-01",1999
17-MAR-99,"Wednesday",3,17,11,3,"1999-03",31-MAR-99,"1999-01",1999
18-MAR-99,"Thursday",4,18,11,3,"1999-03",31-MAR-99,"1999-01",1999
19-MAR-99,"Friday",5,19,11,3,"1999-03",31-MAR-99,"1999-01",1999
20-MAR-99,"Saturday",6,20,11,3,"1999-03",31-MAR-99,"1999-01",1999
21-MAR-99,"Sunday",7,21,11,3,"1999-03",31-MAR-99,"1999-01",1999
22-MAR-99,"Monday",1,22,12,3,"1999-03",31-MAR-99,"1999-01",1999
23-MAR-99,"Tuesday",2,23,12,3,"1999-03",31-MAR-99,"1999-01",1999
24-MAR-99,"Wednesday",3,24,12,3,"1999-03",31-MAR-99,"1999-01",1999
25-MAR-99,"Thursday",4,25,12,3,"1999-03",31-MAR-99,"1999-01",1999
26-MAR-99,"Friday",5,26,12,3,"1999-03",31-MAR-99,"1999-01",1999
27-MAR-99,"Saturday",6,27,12,3,"1999-03",31-MAR-99,"1999-01",1999
28-MAR-99,"Sunday",7,28,12,3,"1999-03",31-MAR-99,"1999-01",1999
29-MAR-99,"Monday",1,29,13,3,"1999-03",31-MAR-99,"1999-01",1999
30-MAR-99,"Tuesday",2,30,13,3,"1999-03",31-MAR-99,"1999-01",1999
31-MAR-99,"Wednesday",3,31,13,3,"1999-03",31-MAR-99,"1999-01",1999
01-APR-99,"Thursday",4,1,13,4,"1999-04",30-APR-99,"1999-02",1999
02-APR-99,"Friday",5,2,13,4,"1999-04",30-APR-99,"1999-02",1999
03-APR-99,"Saturday",6,3,13,4,"1999-04",30-APR-99,"1999-02",1999
04-APR-99,"Sunday",7,4,13,4,"1999-04",30-APR-99,"1999-02",1999
05-APR-99,"Monday",1,5,14,4,"1999-04",30-APR-99,"1999-02",1999
06-APR-99,"Tuesday",2,6,14,4,"1999-04",30-APR-99,"1999-02",1999
07-APR-99,"Wednesday",3,7,14,4,"1999-04",30-APR-99,"1999-02",1999
08-APR-99,"Thursday",4,8,14,4,"1999-04",30-APR-99,"1999-02",1999
09-APR-99,"Friday",5,9,14,4,"1999-04",30-APR-99,"1999-02",1999
10-APR-99,"Saturday",6,10,14,4,"1999-04",30-APR-99,"1999-02",1999
11-APR-99,"Sunday",7,11,14,4,"1999-04",30-APR-99,"1999-02",1999
12-APR-99,"Monday",1,12,15,4,"1999-04",30-APR-99,"1999-02",1999
13-APR-99,"Tuesday",2,13,15,4,"1999-04",30-APR-99,"1999-02",1999
14-APR-99,"Wednesday",3,14,15,4,"1999-04",30-APR-99,"1999-02",1999
15-APR-99,"Thursday",4,15,15,4,"1999-04",30-APR-99,"1999-02",1999
16-APR-99,"Friday",5,16,15,4,"1999-04",30-APR-99,"1999-02",1999
17-APR-99,"Saturday",6,17,15,4,"1999-04",30-APR-99,"1999-02",1999
18-APR-99,"Sunday",7,18,15,4,"1999-04",30-APR-99,"1999-02",1999
19-APR-99,"Monday",1,19,16,4,"1999-04",30-APR-99,"1999-02",1999
20-APR-99,"Tuesday",2,20,16,4,"1999-04",30-APR-99,"1999-02",1999
21-APR-99,"Wednesday",3,21,16,4,"1999-04",30-APR-99,"1999-02",1999
22-APR-99,"Thursday",4,22,16,4,"1999-04",30-APR-99,"1999-02",1999
23-APR-99,"Friday",5,23,16,4,"1999-04",30-APR-99,"1999-02",1999
24-APR-99,"Saturday",6,24,16,4,"1999-04",30-APR-99,"1999-02",1999
25-APR-99,"Sunday",7,25,16,4,"1999-04",30-APR-99,"1999-02",1999
26-APR-99,"Monday",1,26,17,4,"1999-04",30-APR-99,"1999-02",1999
27-APR-99,"Tuesday",2,27,17,4,"1999-04",30-APR-99,"1999-02",1999
28-APR-99,"Wednesday",3,28,17,4,"1999-04",30-APR-99,"1999-02",1999
29-APR-99,"Thursday",4,29,17,4,"1999-04",30-APR-99,"1999-02",1999
30-APR-99,"Friday",5,30,17,4,"1999-04",30-APR-99,"1999-02",1999
01-MAY-99,"Saturday",6,1,17,5,"1999-05",31-MAY-99,"1999-02",1999
02-MAY-99,"Sunday",7,2,17,5,"1999-05",31-MAY-99,"1999-02",1999
03-MAY-99,"Monday",1,3,18,5,"1999-05",31-MAY-99,"1999-02",1999
04-MAY-99,"Tuesday",2,4,18,5,"1999-05",31-MAY-99,"1999-02",1999
05-MAY-99,"Wednesday",3,5,18,5,"1999-05",31-MAY-99,"1999-02",1999
06-MAY-99,"Thursday",4,6,18,5,"1999-05",31-MAY-99,"1999-02",1999
07-MAY-99,"Friday",5,7,18,5,"1999-05",31-MAY-99,"1999-02",1999
08-MAY-99,"Saturday",6,8,18,5,"1999-05",31-MAY-99,"1999-02",1999
09-MAY-99,"Sunday",7,9,18,5,"1999-05",31-MAY-99,"1999-02",1999
10-MAY-99,"Monday",1,10,19,5,"1999-05",31-MAY-99,"1999-02",1999
11-MAY-99,"Tuesday",2,11,19,5,"1999-05",31-MAY-99,"1999-02",1999
12-MAY-99,"Wednesday",3,12,19,5,"1999-05",31-MAY-99,"1999-02",1999
13-MAY-99,"Thursday",4,13,19,5,"1999-05",31-MAY-99,"1999-02",1999
14-MAY-99,"Friday",5,14,19,5,"1999-05",31-MAY-99,"1999-02",1999
15-MAY-99,"Saturday",6,15,19,5,"1999-05",31-MAY-99,"1999-02",1999
16-MAY-99,"Sunday",7,16,19,5,"1999-05",31-MAY-99,"1999-02",1999
17-MAY-99,"Monday",1,17,20,5,"1999-05",31-MAY-99,"1999-02",1999
18-MAY-99,"Tuesday",2,18,20,5,"1999-05",31-MAY-99,"1999-02",1999
19-MAY-99,"Wednesday",3,19,20,5,"1999-05",31-MAY-99,"1999-02",1999
20-MAY-99,"Thursday",4,20,20,5,"1999-05",31-MAY-99,"1999-02",1999
21-MAY-99,"Friday",5,21,20,5,"1999-05",31-MAY-99,"1999-02",1999
22-MAY-99,"Saturday",6,22,20,5,"1999-05",31-MAY-99,"1999-02",1999
23-MAY-99,"Sunday",7,23,20,5,"1999-05",31-MAY-99,"1999-02",1999
24-MAY-99,"Monday",1,24,21,5,"1999-05",31-MAY-99,"1999-02",1999
25-MAY-99,"Tuesday",2,25,21,5,"1999-05",31-MAY-99,"1999-02",1999
26-MAY-99,"Wednesday",3,26,21,5,"1999-05",31-MAY-99,"1999-02",1999
27-MAY-99,"Thursday",4,27,21,5,"1999-05",31-MAY-99,"1999-02",1999
28-MAY-99,"Friday",5,28,21,5,"1999-05",31-MAY-99,"1999-02",1999
29-MAY-99,"Saturday",6,29,21,5,"1999-05",31-MAY-99,"1999-02",1999
30-MAY-99,"Sunday",7,30,21,5,"1999-05",31-MAY-99,"1999-02",1999
31-MAY-99,"Monday",1,31,22,5,"1999-05",31-MAY-99,"1999-02",1999
01-JUN-99,"Tuesday",2,1,22,6,"1999-06",30-JUN-99,"1999-02",1999
02-JUN-99,"Wednesday",3,2,22,6,"1999-06",30-JUN-99,"1999-02",1999
03-JUN-99,"Thursday",4,3,22,6,"1999-06",30-JUN-99,"1999-02",1999
04-JUN-99,"Friday",5,4,22,6,"1999-06",30-JUN-99,"1999-02",1999
05-JUN-99,"Saturday",6,5,22,6,"1999-06",30-JUN-99,"1999-02",1999
06-JUN-99,"Sunday",7,6,22,6,"1999-06",30-JUN-99,"1999-02",1999
07-JUN-99,"Monday",1,7,23,6,"1999-06",30-JUN-99,"1999-02",1999
08-JUN-99,"Tuesday",2,8,23,6,"1999-06",30-JUN-99,"1999-02",1999
09-JUN-99,"Wednesday",3,9,23,6,"1999-06",30-JUN-99,"1999-02",1999
10-JUN-99,"Thursday",4,10,23,6,"1999-06",30-JUN-99,"1999-02",1999
11-JUN-99,"Friday",5,11,23,6,"1999-06",30-JUN-99,"1999-02",1999
12-JUN-99,"Saturday",6,12,23,6,"1999-06",30-JUN-99,"1999-02",1999
13-JUN-99,"Sunday",7,13,23,6,"1999-06",30-JUN-99,"1999-02",1999
14-JUN-99,"Monday",1,14,24,6,"1999-06",30-JUN-99,"1999-02",1999
15-JUN-99,"Tuesday",2,15,24,6,"1999-06",30-JUN-99,"1999-02",1999
16-JUN-99,"Wednesday",3,16,24,6,"1999-06",30-JUN-99,"1999-02",1999
17-JUN-99,"Thursday",4,17,24,6,"1999-06",30-JUN-99,"1999-02",1999
18-JUN-99,"Friday",5,18,24,6,"1999-06",30-JUN-99,"1999-02",1999
19-JUN-99,"Saturday",6,19,24,6,"1999-06",30-JUN-99,"1999-02",1999
20-JUN-99,"Sunday",7,20,24,6,"1999-06",30-JUN-99,"1999-02",1999
21-JUN-99,"Monday",1,21,25,6,"1999-06",30-JUN-99,"1999-02",1999
22-JUN-99,"Tuesday",2,22,25,6,"1999-06",30-JUN-99,"1999-02",1999
23-JUN-99,"Wednesday",3,23,25,6,"1999-06",30-JUN-99,"1999-02",1999
24-JUN-99,"Thursday",4,24,25,6,"1999-06",30-JUN-99,"1999-02",1999
25-JUN-99,"Friday",5,25,25,6,"1999-06",30-JUN-99,"1999-02",1999
26-JUN-99,"Saturday",6,26,25,6,"1999-06",30-JUN-99,"1999-02",1999
27-JUN-99,"Sunday",7,27,25,6,"1999-06",30-JUN-99,"1999-02",1999
28-JUN-99,"Monday",1,28,26,6,"1999-06",30-JUN-99,"1999-02",1999
29-JUN-99,"Tuesday",2,29,26,6,"1999-06",30-JUN-99,"1999-02",1999
30-JUN-99,"Wednesday",3,30,26,6,"1999-06",30-JUN-99,"1999-02",1999
01-JUL-99,"Thursday",4,1,26,7,"1999-07",31-JUL-99,"1999-03",1999
02-JUL-99,"Friday",5,2,26,7,"1999-07",31-JUL-99,"1999-03",1999
03-JUL-99,"Saturday",6,3,26,7,"1999-07",31-JUL-99,"1999-03",1999
04-JUL-99,"Sunday",7,4,26,7,"1999-07",31-JUL-99,"1999-03",1999
05-JUL-99,"Monday",1,5,27,7,"1999-07",31-JUL-99,"1999-03",1999
06-JUL-99,"Tuesday",2,6,27,7,"1999-07",31-JUL-99,"1999-03",1999
07-JUL-99,"Wednesday",3,7,27,7,"1999-07",31-JUL-99,"1999-03",1999
08-JUL-99,"Thursday",4,8,27,7,"1999-07",31-JUL-99,"1999-03",1999
09-JUL-99,"Friday",5,9,27,7,"1999-07",31-JUL-99,"1999-03",1999
10-JUL-99,"Saturday",6,10,27,7,"1999-07",31-JUL-99,"1999-03",1999
11-JUL-99,"Sunday",7,11,27,7,"1999-07",31-JUL-99,"1999-03",1999
12-JUL-99,"Monday",1,12,28,7,"1999-07",31-JUL-99,"1999-03",1999
13-JUL-99,"Tuesday",2,13,28,7,"1999-07",31-JUL-99,"1999-03",1999
14-JUL-99,"Wednesday",3,14,28,7,"1999-07",31-JUL-99,"1999-03",1999
15-JUL-99,"Thursday",4,15,28,7,"1999-07",31-JUL-99,"1999-03",1999
16-JUL-99,"Friday",5,16,28,7,"1999-07",31-JUL-99,"1999-03",1999
17-JUL-99,"Saturday",6,17,28,7,"1999-07",31-JUL-99,"1999-03",1999
18-JUL-99,"Sunday",7,18,28,7,"1999-07",31-JUL-99,"1999-03",1999
19-JUL-99,"Monday",1,19,29,7,"1999-07",31-JUL-99,"1999-03",1999
20-JUL-99,"Tuesday",2,20,29,7,"1999-07",31-JUL-99,"1999-03",1999
21-JUL-99,"Wednesday",3,21,29,7,"1999-07",31-JUL-99,"1999-03",1999
22-JUL-99,"Thursday",4,22,29,7,"1999-07",31-JUL-99,"1999-03",1999
23-JUL-99,"Friday",5,23,29,7,"1999-07",31-JUL-99,"1999-03",1999
24-JUL-99,"Saturday",6,24,29,7,"1999-07",31-JUL-99,"1999-03",1999
25-JUL-99,"Sunday",7,25,29,7,"1999-07",31-JUL-99,"1999-03",1999
26-JUL-99,"Monday",1,26,30,7,"1999-07",31-JUL-99,"1999-03",1999
27-JUL-99,"Tuesday",2,27,30,7,"1999-07",31-JUL-99,"1999-03",1999
28-JUL-99,"Wednesday",3,28,30,7,"1999-07",31-JUL-99,"1999-03",1999
29-JUL-99,"Thursday",4,29,30,7,"1999-07",31-JUL-99,"1999-03",1999
30-JUL-99,"Friday",5,30,30,7,"1999-07",31-JUL-99,"1999-03",1999
31-JUL-99,"Saturday",6,31,30,7,"1999-07",31-JUL-99,"1999-03",1999
01-AUG-99,"Sunday",7,1,30,8,"1999-08",31-AUG-99,"1999-03",1999
02-AUG-99,"Monday",1,2,31,8,"1999-08",31-AUG-99,"1999-03",1999
03-AUG-99,"Tuesday",2,3,31,8,"1999-08",31-AUG-99,"1999-03",1999
04-AUG-99,"Wednesday",3,4,31,8,"1999-08",31-AUG-99,"1999-03",1999
05-AUG-99,"Thursday",4,5,31,8,"1999-08",31-AUG-99,"1999-03",1999
06-AUG-99,"Friday",5,6,31,8,"1999-08",31-AUG-99,"1999-03",1999
07-AUG-99,"Saturday",6,7,31,8,"1999-08",31-AUG-99,"1999-03",1999
08-AUG-99,"Sunday",7,8,31,8,"1999-08",31-AUG-99,"1999-03",1999
09-AUG-99,"Monday",1,9,32,8,"1999-08",31-AUG-99,"1999-03",1999
10-AUG-99,"Tuesday",2,10,32,8,"1999-08",31-AUG-99,"1999-03",1999
11-AUG-99,"Wednesday",3,11,32,8,"1999-08",31-AUG-99,"1999-03",1999
12-AUG-99,"Thursday",4,12,32,8,"1999-08",31-AUG-99,"1999-03",1999
13-AUG-99,"Friday",5,13,32,8,"1999-08",31-AUG-99,"1999-03",1999
14-AUG-99,"Saturday",6,14,32,8,"1999-08",31-AUG-99,"1999-03",1999
15-AUG-99,"Sunday",7,15,32,8,"1999-08",31-AUG-99,"1999-03",1999
16-AUG-99,"Monday",1,16,33,8,"1999-08",31-AUG-99,"1999-03",1999
17-AUG-99,"Tuesday",2,17,33,8,"1999-08",31-AUG-99,"1999-03",1999
18-AUG-99,"Wednesday",3,18,33,8,"1999-08",31-AUG-99,"1999-03",1999
19-AUG-99,"Thursday",4,19,33,8,"1999-08",31-AUG-99,"1999-03",1999
20-AUG-99,"Friday",5,20,33,8,"1999-08",31-AUG-99,"1999-03",1999
21-AUG-99,"Saturday",6,21,33,8,"1999-08",31-AUG-99,"1999-03",1999
22-AUG-99,"Sunday",7,22,33,8,"1999-08",31-AUG-99,"1999-03",1999
23-AUG-99,"Monday",1,23,34,8,"1999-08",31-AUG-99,"1999-03",1999
24-AUG-99,"Tuesday",2,24,34,8,"1999-08",31-AUG-99,"1999-03",1999
25-AUG-99,"Wednesday",3,25,34,8,"1999-08",31-AUG-99,"1999-03",1999
26-AUG-99,"Thursday",4,26,34,8,"1999-08",31-AUG-99,"1999-03",1999
27-AUG-99,"Friday",5,27,34,8,"1999-08",31-AUG-99,"1999-03",1999
28-AUG-99,"Saturday",6,28,34,8,"1999-08",31-AUG-99,"1999-03",1999
29-AUG-99,"Sunday",7,29,34,8,"1999-08",31-AUG-99,"1999-03",1999
30-AUG-99,"Monday",1,30,35,8,"1999-08",31-AUG-99,"1999-03",1999
31-AUG-99,"Tuesday",2,31,35,8,"1999-08",31-AUG-99,"1999-03",1999
01-SEP-99,"Wednesday",3,1,35,9,"1999-09",30-SEP-99,"1999-03",1999
02-SEP-99,"Thursday",4,2,35,9,"1999-09",30-SEP-99,"1999-03",1999
03-SEP-99,"Friday",5,3,35,9,"1999-09",30-SEP-99,"1999-03",1999
04-SEP-99,"Saturday",6,4,35,9,"1999-09",30-SEP-99,"1999-03",1999
05-SEP-99,"Sunday",7,5,35,9,"1999-09",30-SEP-99,"1999-03",1999
06-SEP-99,"Monday",1,6,36,9,"1999-09",30-SEP-99,"1999-03",1999
