"PROMO_ID","PROMO_NAME","PROMO_COST","PROMO_BEGIN_DATE","PROMO_END_DATE"
509,"magazine promotion #18-509",84500,21-NOV-98,21-JAN-99
331,"post promotion #21-331",84900,31-MAY-00,30-JUN-00
119,"newspaper promotion #19-119",85200,20-JUN-98,20-AUG-98
111,"internet promotion #29-111",85500,21-FEB-00,21-MAR-00
269,"internet promotion #29-269",85600,15-JUN-98,15-AUG-98
425,"flyer promotion #22-425",86100,14-MAY-00,14-JUN-00
52,"post promotion #20-52",86300,20-MAY-00,20-JUN-00
58,"internet promotion #25-58",86400,22-FEB-00,22-MAR-00
71,"internet promotion #29-71",86700,30-JAN-99,30-APR-99
487,"magazine promotion #26-487",87000,29-OCT-99,29-JAN-00
330,"newspaper promotion #16-330",87100,15-MAR-99,15-JUN-99
202,"internet promotion #29-202",87300,29-SEP-98,29-NOV-98
221,"TV promotion #30-221",87400,07-AUG-00,07-SEP-00
408,"post promotion #21-408",87500,23-AUG-00,23-SEP-00
100,"internet promotion #14-100",87600,18-APR-99,18-JUL-99
87,"internet promotion #14-87",87900,24-APR-99,24-JUL-99
116,"post promotion #20-116",88000,10-NOV-98,10-JAN-99
259,"TV promotion #12-259",88300,14-FEB-00,14-MAR-00
178,"internet promotion #29-178",88500,21-FEB-00,21-MAR-00
92,"flyer promotion #22-92",88700,14-MAY-00,14-JUN-00
473,"magazine promotion #15-473",88800,16-APR-99,16-JUL-99
215,"flyer promotion #22-215",88900,06-DEC-00,06-JAN-01
321,"newspaper promotion #19-321",89000,07-DEC-00,07-JAN-01
417,"newspaper promotion #19-417",89600,27-JAN-99,27-APR-99
251,"magazine promotion #15-251",89700,12-MAY-00,12-JUN-00
309,"internet promotion #14-309",89800,22-JUL-98,22-SEP-98
180,"newspaper promotion #19-180",89900,07-JAN-99,07-APR-99
366,"newspaper promotion #19-366",90800,18-APR-99,18-JUL-99
69,"flyer promotion #23-69",91400,19-SEP-98,19-NOV-98
61,"TV promotion #12-61",91600,28-APR-99,28-JUL-99
207,"internet promotion #14-207",91700,16-APR-99,16-JUL-99
508,"newspaper promotion #19-508",91800,19-AUG-00,19-SEP-00
97,"flyer promotion #23-97",91900,15-JAN-99,15-APR-99
493,"flyer promotion #22-493",92300,04-SEP-98,04-NOV-98
161,"internet promotion #25-161",92400,09-OCT-99,09-JAN-00
134,"magazine promotion #18-134",92500,18-DEC-00,18-JAN-01
90,"post promotion #20-90",92900,29-MAR-99,29-JUN-99
421,"post promotion #21-421",93400,07-AUG-00,07-SEP-00
186,"post promotion #21-186",93500,20-JUN-98,20-AUG-98
458,"magazine promotion #15-458",93900,14-FEB-00,14-MAR-00
89,"magazine promotion #18-89",94000,01-NOV-98,01-JAN-99
168,"internet promotion #25-168",94200,17-AUG-00,17-SEP-00
518,"TV promotion #13-518",94600,24-FEB-00,24-MAR-00
47,"TV promotion #12-47",94700,23-JAN-99,23-APR-99
413,"newspaper promotion #19-413",94900,19-OCT-99,19-JAN-00
362,"magazine promotion #15-362",95100,04-JUL-98,04-SEP-98
511,"radio promotion #32-511",95300,05-MAY-00,05-JUN-00
409,"newspaper promotion #16-409",95600,22-NOV-98,22-JAN-99
298,"newspaper promotion #16-298",95900,13-FEB-00,13-MAR-00
381,"newspaper promotion #19-381",96000,05-APR-99,05-JUL-99
348,"newspaper promotion #19-348",96200,06-DEC-00,06-JAN-01
335,"internet promotion #29-335",96300,08-SEP-98,08-NOV-98
375,"TV promotion #13-375",96500,23-DEC-00,23-JAN-01
395,"newspaper promotion #19-395",97000,28-AUG-00,28-SEP-00
363,"TV promotion #12-363",97100,15-JAN-99,15-APR-99
124,"radio promotion #32-124",97200,10-MAY-00,10-JUN-00
219,"newspaper promotion #16-219",97400,20-SEP-98,20-NOV-98
256,"TV promotion #13-256",97600,29-JAN-99,29-APR-99
121,"post promotion #20-121",98000,07-DEC-00,07-JAN-01
404,"internet promotion #29-404",98200,08-JAN-99,08-APR-99
271,"TV promotion #12-271",98300,08-JAN-99,08-APR-99
57,"internet promotion #25-57",98400,14-JAN-99,14-APR-99
398,"newspaper promotion #19-398",98500,31-MAY-00,30-JUN-00
133,"magazine promotion #18-133",98700,25-OCT-99,25-JAN-00
122,"radio promotion #32-122",99000,01-JUL-98,01-SEP-98
281,"post promotion #20-281",99100,05-OCT-99,05-JAN-00
343,"post promotion #20-343",99200,19-MAR-99,19-JUN-99
274,"post promotion #20-274",99300,16-APR-99,16-JUL-99
530,"TV promotion #12-530",99600,13-JAN-99,13-APR-99
157,"post promotion #17-157",99700,29-MAR-99,29-JUN-99
481,"TV promotion #12-481",99900,05-OCT-99,05-JAN-00
40,"newspaper promotion #19-40",100000,16-JUN-98,16-AUG-98
36,"everyday low price",0,01-JUN-98,01-JAN-99
37,"blowout sale",0,01-JUN-98,01-JAN-99
